artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
Asia,1bdytLV3FPjyhfrb6BhMej,1.0,Frontiers Records,gb,,,"John Wetton - lead vocals, bass & acoustic guitars
Carl Palmer - drums
Geoff Downes - keyboards
Sam Coulson - guitars",rock/album rock/hard rock/art rock/progressive rock/symphonic rock/soft rock
Bob Seger,485uL27bPomh29R4JmQehQ,1.0,Capitol,us,,,,rock/album rock/classic rock/hard rock/mellow gold/folk rock/soft rock
John Waite,2TPyCsRoh2tjeZLTQ2ojlj,1.0,No Brakes Records,gb,,,,album rock/mellow gold/soft rock/new wave pop
Rick James,0FrpdcVlJQqibaz5HfBUrL,1.0,Motown,us,,Los Angeles,,disco/soul/classic funk rock/motown/quiet storm/funk/post-disco
ABC,2s79xe5F6eUQkjwjww27Fh,1.0,Neutron / Polygram / MCA / Universal / EMI,gb,,London,"Martin Fry
Matt Backer
Rob Hughes
Andy Carr
Lily Gonzalez
Steve Kelly
Richard Brook
",disco/synthpop/art rock/soft rock/dance rock/new wave/new wave pop/new romantic
Sammy Hagar,1hXjTjJzZTXDZ75AclOo6N,1.0,,us,,,,rock/album rock/classic rock/hard rock/metal/glam metal/mellow gold/soft rock/southern rock
Naked Eyes,3C6chBmZ9wzisBhoh8G2nK,1.0,EMI/PJB Music,gb,,Los Angeles,Naked Eyes,synthpop/mellow gold/soft rock/dance rock/new wave/new wave pop/new romantic
U2,51Blml2LZPmy7TTiAg47vQ,1.0,,ie,,Dublin,,rock/permanent wave/irish rock
Poison,1fBCIkoPOPCDLUxGuWNvyo,1.0,EMI,us,,Harrisburg,"Bobby Dall, C.C. DeVille, Bret Michaels, Rikki Rockett",rock/album rock/hard rock/glam metal
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9,0.0,,au,,,,disco/soul christmas/australian dance/mellow gold/soft rock/adult standards/country christmas/new wave pop/hollywood/bubblegum pop
Glenn Frey,3vMWY1bUrmYoSoEWLiQWOZ,1.0,,us,,,,rock/album rock/classic rock/mellow gold/folk rock/soft rock/new wave pop
Billy Squier,3Fz2GbraVXhcpXnoi2Oe1r,1.0,,us,,,,rock/album rock/classic rock/heavy christmas/hard rock/glam metal/mellow gold/soft rock/southern rock
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,1.0,MPL | Hear Music | Concord Music Group,gb,,Liverpool,,rock/pop christmas/singer-songwriter/album rock/classic rock/psychedelic rock/art rock/mellow gold/folk rock/soft rock/roots rock
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,1.0,,gb,,,,dance rock/new wave/new wave pop/new romantic/bow pop
R.E.M.,4KWTAlx2RvbpseOGMEmROg,1.0,Craft Recordings,us,Athens,Athens,"Michael Stipe
Peter Buck
Mike Mills
Bill Berry ",rock/pop christmas/permanent wave/alternative rock/neo mellow/album rock/classic rock/pop rock/art rock/mellow gold/dance rock/folk christmas
Suzanne Vega,3X0tJzVYoWlfjLYI0Ridsw,0.0,,us,,New York,,folk/permanent wave/folk-pop/singer-songwriter/pop rock/new wave pop/lilith
Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,1.0,Warner Bros. Records,gb,,Birmingham,"Simon Le Bon - vocals
Nick Rhodes - keyboards
John Taylor - bass
Roger Taylor - drums",rock/synthpop/pop rock/art rock/mellow gold/soft rock/dance rock/new wave/new wave pop/new romantic
Richard Marx,0grdhNhiRLFBaFVyybqsj6,1.0,TourDForce,us,,Chicago,Richard Marx,album rock/mellow gold/soft rock/new wave pop
Sheriff,5jllns7VtBfhF3AyjvZP8d,,,dk,,,,
Benny Mardones,6ZalUpnU8HaHSjROM92Txw,,,,,,,album rock/mellow gold/soft rock
Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,1.0,"100% Records (2010-present), Universal Records (back catalogue)",gb,,Liverpool,"Andy McCluskey
Paul Humphreys
Martin Cooper
Malcolm Holmes
Stuart Kershaw",synthpop/permanent wave/art rock/dance rock/new wave/new wave pop/new romantic
Animotion,6eQHjJJa52LUGjBKP5UPos,0.0,Mercury/Polygram,us,,Los Angeles,"Astrid Plane - Vox, Bill Wadhams - Vox/Guitar, Chris Wadhams - Bass, Don Kirkpatrick - Lead Guitar, Greg Smith - Keys, Jim Blair - Drums, Paul Trubachik - Guitar.",synthpop/dance rock/new wave/new wave pop/new romantic
Level 42,0L9xkvBPcEp1nrhDrodxc5,1.0,Level 42 Records,gb,,,"Mark King (Bass/Vocals), Mike Lindup (Keyboards/Vocals), Pete Ray Biggin (Drums), Nathan King (Guitars/Vocals) and Sean Freeman (Saxes)",disco/synthpop/art rock/mellow gold/soft rock/dance rock/new wave/new wave pop/new romantic/post-disco
The Fixx,53RkHTcl0SJZjpzqogkBf4,1.0,Kirtland Records,gb,,,"Cy Curnin, Adam Woods, Jamie West-Oram, Rupert Greenall, Dan K. Brown",rock/synthpop/album rock/art rock/mellow gold/soft rock/dance rock/new wave/new wave pop/new romantic/power pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,0.0,RCA,us,Los Angeles,Los Angeles,,pop/dance pop/pop christmas/urban contemporary/post-teen pop
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,1.0,Sony Epic Records,jm,,,Sean Kingston,pop/dance pop/urban contemporary/pop rap/post-teen pop
Usher,23zg3TcAtWQy7J6upgbUnj,1.0,RCA Records,us,,Chattanooga,Usher Raymond,r&b/pop/dance pop/urban contemporary/pop rap/pop/atl hip hop/dance pop/pop rap/r&b/urban contemporary
T.I.,4OBJLual30L7gRl5UkeRcT,1.0,,us,,Atlanta,,rap/dance pop/hip hop/pop rap/southern hip hop/trap music/gangster rap/dirty south rap
Shakira,0EmeFodog0BfCgMzAIvKQp,0.0,RCA Records,co,,Barranquilla,Shakira,latin pop/pop/latin/dance pop/colombian pop/mexican pop
Foster The People,7gP3bB2nilZXLfPHJhMdvc,1.0,,us,,,,indie pop/indietronica/la indie/modern rock
Train,3FUY2gzHeIiaesXtOAdB7A,1.0,Columbia Records,us,,San Francisco,,pop/pop rap/post-teen pop/neo mellow/pop rock
Toploader,6xeFne1rkxMhKSW3ipvkdV,1.0,,gb,,,,britpop
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,0.0,J Records,us,New York,New York,Alicia Keys,r&b/pop/urban contemporary/hip pop/neo soul
The Script,3AQRLZ9PuTAozP28Skbq8V,1.0,Columbia Records,gb,,,,pop/post-teen pop/boy band/neo mellow/pop rock/celtic rock
OutKast,1G9G7WwrXka3Z1r7aIDjI7,1.0,LaFace Records,us,,,"André ""André 3000"" Benjamin & Antwan ""Big Boi"" Patton",rap/hip hop/pop rap/southern hip hop/dirty south rap
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,0.0,Atlantic,us,,,Kelly Clarkson,pop/dance pop/post-teen pop/talent show/neo mellow/pop rock/australian pop
John Legend,5y2Xq6xcjJb2jVM54GHK3t,1.0,GOOD Music- Sony/Columbia,us,New York,Springfield,John Legend ,r&b/pop/pop christmas/soul christmas/urban contemporary/neo mellow/neo soul
A Great Big World,5xKp3UyavIBUsGy3DQdXeF,1.0,Epic Records,us,New York,New York,"Ian Axel, Chad King",neo mellow/pop rock/piano rock
Kesha,6LqNN22kT3074XbTVUrhzX,0.0,RCA Records,us,Los Angeles,Los Angeles,KESHA,pop/dance pop/pop rap/post-teen pop
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,0.0,BMG,ca,,,Avril Lavigne,pop/dance pop/canadian pop/post-teen pop/candy pop
Pitbull,0TnOYISbd1XYRBk9myaseg,1.0,Mr305/RCA,us,,Miami,,pop/latin/dance pop/pop rap
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,1.0,Legacy Recordings/Sony,us,,Orlando,"Justin Timberlake
Chris Kirkpatrick
Joey Fatone
Lance Bass
JC Chasez",pop/dance pop/pop christmas/boy band/europop
Mario,20s0P9QLxGqKuCsGwFsp7w,1.0,New Citizen ,us,,Baltimore,Mario,r&b/pop/dance pop/urban contemporary/pop rap/post-teen pop/hip pop/southern hip hop/deep pop r&b
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,1.0,Syco,gb,,,"Louis Tomlinson, Liam Payne, Niall Horan, Harry Styles",pop/dance pop/post-teen pop/boy band/talent show/pop/post-teen pop/dance pop/boy band/talent show
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,0.0,Epic,us,,,Sara Bareilles,pop/dance pop/folk-pop/neo mellow/pop rock/acoustic pop/lilith/hollywood
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,0.0,Legacy Recordings/Sony,us,,Houston,"Beyonce Knowles
Kelly Rowland
Michelle Williams
LeToya Luckett
LaTavia Roberson",r&b/pop/dance pop/pop christmas/soul christmas/urban contemporary/pop rap/post-teen pop/hip pop
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,1.0,,fr,,Paris,"Guy-Manuel de Homem-Christo
Thomas Bangalter
",electronic/electro/filter house
Ciara,2NdeV5rLm47xAvogXrYhJX,0.0,,us,,Atlanta,,r&b/pop/dance pop/urban contemporary/pop rap/post-teen pop/hip pop
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,0.0,,gb,,London,,pop/dance pop/post-teen pop/neo mellow/pop rock/europop
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,1.0,RCA Records,us,Nashville,Nashville,"Caleb Followill - lead vocals, rhythm guitar 
Jared Followill - bass
Matthew Followill - lead guitar
Nathan Followill - drums ",rock/garage rock/indie rock/modern rock
Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,1.0,RCA Records,us,,Nashville,Gavin DeGraw,pop/pop christmas/neo mellow/singer-songwriter/viral pop/pop rock/acoustic pop/folk christmas
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,0.0,Capitol Records Nashville,us,,,Carrie Underwood’s Official Facebook Page. This is Carrie’s only account on Facebook and is managed by TeamCU,country/pop/dance pop/post-teen pop/contemporary country/country dawn/pop/post-teen pop/dance pop/contemporary country/country/country dawn
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,0.0,RCA,us,,,,r&b/pop/dance pop/pop christmas/urban contemporary/post-teen pop/europop
The Calling,5aMmmNxw4vgpc5XC6hK0zp,1.0,,us,,,,post-grunge/neo mellow/pop rock
Good Charlotte,5aYyPjAsLj7UzANzdupwnS,1.0,MDDN,us,,,"Joel Madden, Benji Madden, Billy Martin, Paul Thomas, Dean Butterworth",emo/alternative metal/post-grunge/pop punk/pop rock/punk/modern rock
Daughtry,5P5FTygHyx2G57oszR3Wot,1.0,RCA Records,us,,Charlotte,"Chris Daughtry - Vocals
Josh Paul - Bass
Brian Craddock - Guitar
Josh Steely - Guitar
Elvio Fernandes - Keyboard",alternative metal/nu metal/post-grunge/neo mellow/pop rock
John Mayer,0hEurMDQu99nJRq8pTxO14,1.0,Columbia Records,us,,,,pop/neo mellow/singer-songwriter/pop rock
Five For Fighting,7FgMLbnZVrEnir95O0YujA,1.0,Independent,us,,Los Angeles,John Ondrasik ,pop christmas/post-grunge/neo mellow/pop rock/piano rock/acoustic pop/folk christmas
Boys Like Girls,0vWCyXMrrvMlCcepuOJaGI,1.0,Columbia,us,,Los Angeles,"Martin Johnson -  Lead Vocals & Rhythm Guitar
Paul DiGiovanni -  Lead Guitar
John Keefe -  Drums
Morgan Dorr - Bass & Backing Vocals",emo/post-teen pop/neo mellow/pop punk/pop rock/modern rock
Topp,16Wz3yaNyWBIcsVaOMTa60,,,,,,,
Kwashie,1cqnEs0uU65oUJStl178qC,,,,,,,
Dzang Tran,3OpMvrwehmwGOTbfSaqqk5,,,,,,,
Readar,6iybUY3hAzqwYs189RCzwZ,0.0,,,,,,
Ren,2wcZNQQJrxa2M3d1NMyRvX,0.0,,,,,,
DVRRANI,2qC280dNNA0DXkOb8BXfPh,0.0,,,,,,
Mr. Rockstar,61mgfJoftSgMGoXk8QxIID,0.0,,,,,,
Josh Milli,3fndEtcwxV80TlJ82LXuGM,,,,,,,
LNR THRY,4znqH6EAN5LwCeQubGQUk3,0.0,,,,,,
Ufo Fev,1m4NqUSiXZj5qY83vwvoMA,,,,,,,
Chop Ford,7p0oZ8YKFndM5oUKkZjnn3,,,,,,,
Delta Mc,0FY3A8vJJrTfxjewibFd4s,,,,,,,
Doggy Do,5g9WPmiQ2bHxwIvHYxKfoe,,,,,,,
Мира,12sbRO9iOD7KjE0tMsULYY,,,,,,,
Night Quest,21tFWHgIJPy3U65oiFw9ZT,,,,,,,
Santi & Tuğçe,437O1jQdyOOhIS1M41xQaC,,,,,,,alternative r&b/indie r&b/uk alternative hip hop/nigerian pop
Simonxg,7fHTA7oOk5aDBaFvFSIQKM,0.0,,,,,,
The Apx,4FcDSQOUJabW2HEHGofJOM,,,us,,Atlanta,"Erika Dawn Rhodes - Vocals, Drum Programming, Producer, Keyboards and Synths.

Dee Rhodes - Vocals, Saxophone, Vocoder, Keyboards and Synths, Producer, Drum Programming.",
Darth Athena,6CROloqBVsB3u7pAuPtRsU,0.0,,,,,,
PRIME,49obduMcSpjNs1TaNL2KUp,,www.thepublichousebrand.com,,,,"Lee Heir - Lead Vocals + 
Kieran Hill - Guitar / Vocals + 
Jimi Alick - Drums
Harry Brown - Bass

With 
Shireena Ingram - Backing Vocals",french hip hop/trap francais
jone z,4MrGtejkwFhKkQGmT6xaj2,,,,,,,
INTRASoL,1gWSlynXtpMIR4V25NG5Nc,0.0,,,,,,
Kaio Kane,1pBey3AZR9qub2qq08twA0,,,,,,,
Marlon Percy,1BubhUFJssKMpZ5WcSyyJ1,,,,,,,vapor soul
WhoøSh,7hova6DqHVQqKD832uvfDj,0.0,,,,,,
DQE,1vz4dAzHABQr91JAVWVtpt,,,,,,,
Pretence,0aYUw3tTOJx4RZArmJuPFN,0.0,,,,,,
Miles Ryan Harris,0grF4TuG5P6vtKDugNgFPj,0.0,,,,,,nova mpb/baile pop/funk carioca/pop nacional/r&b brasileiro/pernambuco alternative/brazilian hip hop/trap brasileiro/brazilian reggae
King Cotz,3rdOiSSKxEuuVRnb4G99QX,,,,,,,
Felippe Mela,1WootqFpSST3nymCVysBMp,,,,,,,
Kairozmusic,3fkiQadGDIVruMhkY74VMd,,,,,,,
K.W.E.S.I.,1JQNmDKu1o2W8MPGDnBiCy,,,,,,,
Big Nemo,1T9heRkaXniY8vs7FVj1H2,,,,,,,
Rossie,692rNpUiyNcJynpuRmxvaG,,,,,,,
Mr. Gucci,7op8P0k9rbPQUiU0HairjK,,,,,,,
Dat Beat Dope,2iX4JT7hHbyYTRhZYmqE1T,,,,,,,
Leo,6xChQIxQ7WoFEpvTQ4QHDl,,,,,,,
AyoKendo,1IRzORiftddk0cbw803PRW,,,,,,,
Adam Gleeson,1I6lOd0SlAZo9Qjjfmmgn8,0.0,,,,,,
SdotCrown,2ilsrcwSWTBJ8SgrPMYCSH,,,,,,,
Flock Blazer,2Y6oNB9wbqBWBlKzf0Oj3Q,0.0,,,,,,
Rdfm,3RnKOb4tu73Ldlv24dk2nw,,,,,,,
Kayla Rae,0cz0uZX8a30POuEC2hDL9j,,,,,,,
AlexVIN,7ANN6ZYTfn0XZBNzfKD9VB,0.0,,,,,,
Jampact,4qJkIEPTSbOlv190K0ursW,,,us,,,,
CRÈME,7GSnGLal6xBBecChmC4W9H,,KREMA/UFO,,,,Crème is a solo affair,indie poptimism/indie electro-pop/vapor soul/albany ny indie
Moose Raja,0cZbwOOFGdNOTFSqVTSNV4,,,,,,,
KVaux,4e1RI9ihOZ7ORtYvDqL7y4,0.0,,,,,,
FuegoMarket,566VSJnWC8trAUQVxM9Jjx,,,,,,,
James Japan,0RI5JSrXWZIvzDJ9IYP6uJ,,,,,,,
Griffin Stoller,1PAn2z7cLcCoRWdGpUU7Qb,,"Griffin Stoller Music, LLC",us,San Francisco,San Francisco,Griffin Stoller ,
Prayrain,5cWjnnnMJFGbSVqLd7eElM,,,,,,,
HARBER,31TGg0YIcWnprDAqruoJSd,,,,,,,
Infinity Cloud,1Q2at5Veb6Rj6mLLYaWlws,,,,,,,
Young Nasaro,6pq0fQcQcKly5jWL58EBN9,,,,,,,
Slang Dogs,53ZFs1OvVgCZVEVymMqnYj,,,,,,,
Soret,3TLTd9pBuXdafG9GrKAIxG,,,,,,,
Jordan Rivers,5waxdfdLUPwiJYXTGF1WcM,,,,,,,
kyogre,5skAptlgoJmZB8qKS4IUwi,,,,,,,
jJ,29m4ZXLBS6V95g8sDFWRkK,0.0,,,,,,
Kidd North,29QxVPeVTadIftgPLNbn0D,,,,,,,
D. Potts,79KYGQMEt3nEQFSeRJgNvO,,,,,,,
KiddSpectro,1DGtPVqb8OmRKfbBj6mF05,,,,,,,
DJ Whacked,5IXQLcDvGcTLEWvSh5l3qQ,,,,,,,
K.ZIA,3atSqEy99wAtJLRIrFdpMY,,,,,,,
The Wyze,4bxDlW8d6ZQDrbe6YGgvIp,,,,,,,
Lil Cort,22kTCiIYQDdQnIpGTw7TgI,,,,,,,
Linah London,1CicwpN7mbAi7ljCITpnjw,0.0,,,,,,
Laika Beats,4R6u30PMOLbNNTuR0Jl7x8,,,,,,Joshua Elliot Thompson,experimental bass/brostep/glitch hop
Nikademis,1mbM2HRSAFPgomMnUSNSvP,,,,,,,pop/electro house/edm/tracestep/brostep/zapstep/catstep/complextro
Armek Twentyone,5TLyEcBo4Qz5daEmDe1ClB,,,,,,,
T A Z W I Z E,6oJT13jp1443850fuopuj3,,,,,,,
G4 Golden Child,78FhHm9co6HDkKHyTJHPUv,,,,,,,
Meddie Bloom,0CuHy94261ylFprirdp16c,,,,,,,
Art Supplies,3iyWL6ViRL4YdpkeH24z8D,,,,,,,
Karamar,1sFcwo7WVyieHJcVoCAcCg,,,,,,,
Dedemo,41z17nde22fGNF0JuS1yIF,,,,,,,
Truples,6U7cTTZyqtMltHtbuezfHn,,,,,,,
Og Molee,0EYrO1aoqpkkX0BXBhdxL3,,,,,,,
Reverse Stereo,6ECFZqydU25uvu0JG9b5Rm,,,,,,,
Nbdy Nprtnt,2dWnvP44Jo9Y0iEJ29YsEy,,,,,,,
Capitol Jay,1taex1kY15zWF6iHa3JonH,,,,,,,
Sondrey,5V1iUSECSyJ2PZjuye18lw,,NEED MUSIC AS,no,,Oslo,Sondrey,
Will Tha Dope Boy,0uPNmZ8j4lS9cC2QBys6mW,,,,,,,
God Body Dame,0jLir0WqVtLQLpsyIzHrmL,,,,,,,
GeoVoc,3gMdONlQC3VwbDvfOKkaA4,0.0,,,,,,
BLK Teeze,71CnmKRvwkAijZLG2HutCs,0.0,,,,,,
Lights Out,6RQMn0Ypg6plDFRKrnLUrw,,,,,,,
Ritzy,3mt8qjjMqEpM6jMwmtrC4D,,,,,,,
Danny Chen,7bcaeImcxpS7ssiRrXAmnm,,,,,,,
L.V.,2OXrXkXCSWj8Ygy4AtANfd,,,,,,,
McWeezy,1hxN7sJdXhPSAFslOhPqtg,,,,,,,
1WayTKT,24ECtsocrQbVj10ENiM9xn,,,,,,,
Eddy I.,1JqLCp7PYQfZQNoCPHvLAP,,,,,,,
MikeWave,3pQwkNWMS1ZzuLtKMPrOhY,,,,,,,
Maddox.,1knRDpeiMPjR5JKOd0QR32,0.0,,,,,,
Lou Ella,4LlJh7Tq2fJGfu0WrDJVvX,,,,,,,utah indie/indie cafe pop/francoton/pop folk/montreal indie/british jazz
Cheyenne Giles,2FoyDZAnGzikijRdXrocmj,,,,,,,
$'Edout,3cnuMCaZKibilqbJ8wXpum,,,,,,,
Tuğçe Kurtiş,5cYodhg1fZFGKqCQmgNlZf,,,,,,,
Doc. Gold Grill,3pTgImw5vQ9c7O4bOqwfYR,,,,,,,chillhop
Jovani Vazquez,3jMZ07MMtNur0fPKgpzAhh,,,,,,,tropical/reggae en espanol/puerto rican indie/puerto rican rock/reggaeton flow
NGHTCRTL,5z3XEA18mPJ6T5So4ksjUu,,,,,,,
Cal-X,2SWUmVJLRaL8z8znu6w1QA,,,,,,,
Fauvely,2R10rK9wE4c1djlMwUnqjx,0.0,,,,,,
Thousand Fingers,6pDwIptiCrEeRzTfc7mLrn,,GC Records (Self-Release),,,,"Charlie Whaley - Vocals
- Guitar
George Morgan - Bass
- Drums
",
Riley,4qe70Oziv5er7yrQoD4K6Q,,,,,,,
Twodor,70kZEM4bnawlasKJ05duVw,0.0,,,,,,
Redbyrd,3cwwi1F01tjc4Lo4EH0sLj,,,,,,,
Exhale,6WGjjNPGII6AOmRmvVAqcM,,,,,,,
Julius Faran,7mvHFPBisSheHbYISPXvNR,0.0,,,,,,
Adembo,6w06T71OsFNUhFk5OJFGBv,0.0,,,,,,
Ape Uprise,07qFkTpndToHzW8athG3g2,,,,,,,
Velar Prana,2WFJLkIUFKNj7QLZFyPDHg,,,,,,,
Mike Redfields,2Cs7UXxmv9yl47uE6BiW0A,,,,,,,
Left Unsaid,7C8DgJyQQAb6RCBec4KHhZ,,,,,,,
Dr. Sus,44Exr2lz8xxWfJdxf9y8gH,0.0,,,,,,
Fewie,2h3ydNyoE9fRzKxqdVDcU3,,,,,,,
Lichwood,27opvxNvk76sD6BeXsxLtQ,0.0,,,,,,
BraveLion,7F8w7zXKkyVBXQjRZHV6Ao,0.0,,,,,,
TheLavish,1GqG9uFZnkRityZfAFARoo,,,de,,,,
DayFox,1bUb2RStB8TX4RZJLahmDl,0.0,,,,,,
YXani,4nJaEONhZUkwJvbDgEzYEe,0.0,,,,,,
King Mushu,3jwEMAizyRlHi5gteMzyZ9,,,,,,,
DJ Hard2Def,3sTxCnRgsgME5jHwnxvGUk,,,,,,,
Jmuzikk,0jxr6wyskTjAuOzVVICzLT,,,,,,,
Mark Unthank,6mvfgnVlPQHmlm1AJYYFEw,,,,,,,
Lo Key,7f4oCSMrGIqpWq6ky8zvqn,0.0,,,,,,
HEXED,42irV3kF0OQ7kYIPyySIrV,,,,,,,
Muzik Genesis,6P3oRAMxN3x6RNxltsstoW,,Outrospection Productions,,,Berkeley,Pablo Andrés Orozco-Castro,
Mithyka,5uQzTKDJV5OrPqhbfH4lBi,,,,,,,
Flyboi Mellz,2Jm4N3n64G8YnYWSpXkoAe,,,,,,,
LUCIIIUS,3dJISyTo4CfKTyJlC9729h,,,,,,,
Okane,2DsxapJZSwYwYcHBZdWD2t,,,,,,,
Triple Static,6fnvliCI1aMkAACF2F2Wj9,,,,,,,
Smooth Blaq,4RXACRx12ixbd9DgHNfe1e,,,,Los Angeles,Los Angeles,,
ARAI,1eDyy2XYcoDiJpzCEIR7bd,0.0,,,,,,
Suahv,0p1M3RojTSMWGHCLjmyjJy,,,,,,,
Ayanna,7wE1CToQX82pNgYz58Mjk8,,,,,,,
Maur Kii,1ozAstH6NpHa1sq7xFaHhJ,0.0,,,,,,
8ihats,5ngz9vcqdW5Xpz5yll2v8f,,,,,,,
Ashoka,5U7RLpz7bYYsg7EHCt6USL,,,,,,,underground hip hop
Jordan Astra,0nTUhCTsVt89nR1U5Ysub7,,,,,,,
Cera,0HsCjkY0V9yaEiiKe3Pt0F,,,,,,,
Up High,1M38AkpuNx6FLYkrqTzInC,,,be,,Athens,George Koutalidis ,
Jaye de Luminist,7L8RNJ6cJQKm7xJYaFzo1f,,,,,,,
Post Hoc,7HriB0cUjKWnCJDqLdpUgN,,,,,,,
Tasha Zappala,29nt3JakWZaavFuVNKAdS1,0.0,,,,,,
Nez,6kMPYMnNKBPbWF51vInHit,,,,,,,
Glockaveli,49d1BX9BbbI1i6XfppLCFY,,,,,,,
JustMario,3k7szLHIYYB8MNMe0kAPY1,,,,,,,
Poppa Mike,2DKDTeeOm5vCi3eSeBw4ea,0.0,,,,,,
Lyrah,5JyKQ4MQ2HkU1n1BYiKMWW,0.0,,,,,,
Mark James III,2GXXtguPuSXlRaMqJ5TJdI,,,,,,,
Briana Denea,6QSxKiTLVFphNvLBBu3Boo,,,,,,,
Meric,4nusTgVu9pDcQUXktiN9Fa,,,,,,,
J-Mous,3dmXvoc8Xftqp5EB4VdEEV,0.0,,,,,,
Izzi Starz,0G8DcWtIwVSZ6f08YC7Whg,,,,,,,
Miic,2lVQS4uVNdkCL0mC7hpsnr,,,,,,,
Psamtik,2EoG0zaO3lItEoJb02PJ56,0.0,,,,,,
CITYWLKR,37195HH4Ces0cQkYr4rSCU,,,,,,,
Infinity,0UhghfP2c5D1kDbC9bEFue,,,,,,,
Magentium,4Rzdt5VbbgyAFez4IaZUSP,,,,,,,
9thedawn,0MHMtktHQHzjTzPy0u23C2,0.0,,,,,,
samson gabriel,6rZU9D3JmHu4lnHtsNbcn8,,,,,,,
Godzzira,4qUgnOzzKrBGfhm8FOVgPX,,,,,,,
VVS,1ddScnxiqBTay58jJjbJD5,,,,,,,pinoy trap
Anikdote,41LqrhKD3Hs6MOOFPhb59G,,,gb,,Birmingham,,tracestep
Mattafac,4G39Big7dI2jXFyYqMM9wM,0.0,,,,,,
BLKBRST,0ghhFgxSbGeA7afkeqEKku,,,,,,,
Svvy Sua,7pthQ9MtS35diT9NqVTdaA,0.0,,,,,,
MegaaLyfe,2oaOQtRp7LrPRT16KexgG4,0.0,,,,,,
Live Wright,0NUKPBvtM2zH2KWgi7FCmJ,0.0,,,,,,
Fujative,5CCtUTL8ZGmm5MNMeKADnn,,,,,,,
Pelly,6DNxqQtVejL8GWMbCumXjB,0.0,,,,,,
Golden Mother,2HesXr8UWsoLv8YKhWhHvw,,,,,,,
Khris Moore,0UYk5TekxRQmVd7tifvPvP,,,,,,,
Kicktracks,2dGFrQsjmTaLK8o8aNuAeG,0.0,,,,,,
MARFY,2SsKyaV3V7ODwjIrznTo40,0.0,,,,,,
Luke Helmond,7LKOsxXCrc31UnqC5HA5x5,,,,,,,
Kambell,1Lv8XvW4yjkibA1LSpb0oV,,,,,,,
AViVA,2FA25oliKamp2r2viPuXA0,,,,,,,
The Calm Prince,7D5Z9Z3Hle13POUwiTVEVW,0.0,,,,,,
Shamanic Technology,158xIN9n794Qzt0Pi7Ur9x,,,,,,,glitch beats
JT Roach,5CtI0OHj5x6rHQDqpM4JPy,,Unaffiliated,,,Madison,,
Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,1.0,Saddle Creek,,,,"Adrianne Lenker, Buck Meek, James Krivchenia, Max Oleartchik",indie rock/folk-pop/indie folk/indie pop/chamber pop/stomp and holler/brooklyn indie/freak folk/modern rock/art pop
Charlie Cunningham,78CiW0UJbHspFaVuVexOK6,1.0,,gb,London,London,,folk-pop/indie folk/chamber pop/indie anthem-folk
Joy Williams,4TCXgdDPm10ensLNCVnIYa,0.0,sensibility music,us,,Nashville,Joy Williams,folk-pop/indie folk/neo mellow/viral pop/acoustic pop/christian christmas
Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,0.0,"Management: 
Jason Foster at We Are Free:
weyesblood@wearefree.com",us,,,,indie rock/indie folk/indie pop/chamber pop/freak folk/chamber psych/modern rock/art pop/indie folk/modern rock/art pop/chamber pop/chamber psych/freak folk/indie rock/indie pop/experimental folk
Craig Stickland,6wBV2mHGWBe2Mz4jZJi21K,,eOne Music / 21 Entertainment Group,us,Los Angeles,Toronto,,
Roo Panes,0XHM5ZNJDU8e4CfbWMeSzC,1.0,"CRC Records
www.crcmusic.co.uk

Sync: licensing@onetwomany.london",gb,,,"Roo Panes: Guitar, Vocals, Writer",folk-pop/indie folk/chamber pop/stomp and holler/indie anthem-folk/new americana/indie folk/new americana/stomp and holler/folk-pop/indie anthem-folk/chamber pop/british singer-songwriter
Irma,7KTLYKJhcUOMgNgayxBj9f,0.0,,cm,,,,french pop
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,1.0,Visionary Music Group,us,,,Jon Bellion,pop/pop rap
